score,tweet,
0.6722,My motivation to get through this week of midterms is that I'll be in Salem Mass on saturday. I'm so excited 😭 ,
-0.1779,I cannot wait for midterms to be over. Mt anxiety is so high right now.,
0.0,midterms rlly got me out here wanting to e n d m y l i f e,
0.0,the way i have 2 midterms today 😪,
-0.7184,I have 2 midterms due this week and my ass is stressing over what I’m wearing this year for Halloween,
0.0,Passed all my midterms 🙌🏾,
0.0,cmon i'm trying to print out documents for midterms!!!!! We are aware of an issue affecting all ,
-0.4795,We have midterms tomorrow and I am so stressed out over it,
0.8531,NOTHING BUT A's ON ALL OF MY MIDTERMS! GRAD SCHOOL OFF TO A GREAT START!,
0.0,I’m so done with my midterms I’m dooooooooone.,
0.0,midterms next fucking week😑,
0.69,RHA and the Hall Councils would like to send all of you good vibes on your midterms this week!👍🏼👍🏼👍🏼#SXURHA #SXUHallCouncil #Midterms ,
0.7824,I was studying for midterms and def yelled at this 🦈🤘😁🦈🤘HELL YEAH Jones with the SAVE ,
-0.5423,im gonna fail my midterms,
0.0,3 midterms this week ☹️,
0.0,I have 3 midterms on the same day this week and my sis is off in Hawaii🙃🙃🙃🙃🙃🙃🙃,
0.7177,Secured one yes out of three for letters of recommendation for the PhD application! Got a lot more to do in tha front this week. I want it out of the way  before midterms take over everything.,
0.7269,"My professor was like "" y'all look exhausted, like all the happiness was drained outta you"" like sir midterms were last week, including yours",
0.8644,"As a student and business owner, it’s important my schedule is respected when booking an appointment. I can’t be accommodating to you when I have speeches, midterms, reading, etc to accomplish. If you pay for an appt at a certain time and can’t make it, that’s not my fault.",
0.4473,"I’m gonna use this weekend to catch up on commissions from this last week. It’s midterms, so I’m exhausted and running out of time. I’ll keep y’all updated but please!!! Check my queue if you’re on it.",
0.4005,So glad I don’t have to miss both of my midterms💁🏾‍♀️,
0.0,I just wanna put out there that my life might be upside down right now BUT ya girl got all As on her midterms 🤪,
0.0,Goodluck Midterms😭😭,
0.836,"woke up palpitating thinking this morning yungg UTS midterms. anyways, happy riri day &lt;3 love you ri",
0.0,Reaction paper + plates + midterms + outline +++....,
-0.8807,"my midterms might get cancelled cuz PG&amp;E can’t get its shit together holy fuck #BREAKING: @pge confirms that they will shut off power in portions of 34 counties affecting nearly 800,000 customers due to wildfire risk",
0.7096,RT FOR GOOD LUCK ON YALLS MIDTERMS 🤪 ,
0.0,Lunch date and movie date with eugine bago maging busy sa midterms 😭🥰❤️,
0.0,Got two midterms next week and I have to go to a conference this weekend 🙂 why do I do this to myself? #AskSuperM #BAEKHYUHN @B_hundred_Hyun ,
0.3612,How are midterms starting tomorrow i feel like i just moved in,
-0.212,I HAVE TWO MIDTERMS NEXT WEEK ??? I haven’t even started getting serious about this semester yet,
0.418,Sorry guys but I’m not going to be streaming for the rest of the week because of my midterms but this weekend I will have a 24 hour or longer stream so yeah sorry again guys😔😔......,
0.4404,Next week is midterms? Yo this prank ain’t funny guys...,
-0.6908,Last day of midterms im freaking tired,
0.2247,Both my classes got cancelled tomorrow so yes I will be getting crazy high before work and wasting my time instead of getting ready for midterms like I should 🤷🏼‍♀️,
-0.1531,"Me right now stressing about my midterms, not having enough sleep, personal life, and missing my friends ",
0.6249,great i’m gonna have 3 midterms next so i won’t be sleeping for three days,
-0.4005,i was so stressed out about midterms and was walking to get dinner in the dining hall and THEY HAD THERAPY DOGS THERE FOR STUDENTS I- MY EYES ACTUALLY STARTED WATERING IT WAS TEW MUCH,
0.3054,Midterms stressed me out but look at God! ❤️👌🏾 ,
0.0,I turn 21 in three days but I’m not doing anything bc I have a midterms the following days 🤪,
0.1531,Me when they invite me out on midterms base from 🥳 (party-hat)eyes from 😷 (tired)mouth from 😑 (straight) ,
-0.7531,Dawg. How the fuck is it midterms? I AM CONFUSION.,
0.0,not at 2 of my midterms coming up 😔😔,
0.1032,i swear to god it’s national boyfriend day like once a week. why dont yall celebrate national study for your midterms day instead,
0.0,I left my laundry in the dryer all day &amp; that’s where my mind is for midterms,
0.0,I wonder if I ace all my midterms my parents will let me get a dog,
0.6124,Let’s take a moment and laugh at when I thought X-ray school was going to be easy. Midterms being next week is stressing me tf out😭,
0.0,How everyone feels about midterms ,
-0.34,"Got As and Bs on all my midterms, now it’s time to get drunk 🥳",
-0.2263,Don’t forget midterms is just a week away stay on y’all grind 🗣,
-0.4215,just spent 4 hours studying for my biology midterms it’s guilty gear time,
0.0,I just don’t understand how midterms are here already 😭,
-0.34,"Welp, midterms are coming up so now its time to buy some @GFuelEnergy  :/",
0.0,"It's Too much going on next month. Interviews, midterms, Homecoming, Halloween, conference in MissouriLike...what.",
-0.8301,It’s..S: seriously tired P: praying over midterms O: out of gas O: on my bullshit K: killin it Y: Yeet Szn 👻🎃,
-0.4215,"Man, I need to waste less time in Twitter conversations/arguments.Midterms coming up :_)",
0.0,officially done with my first college midterms ✅,
0.6486,I got As on 3/4 midterms so far. I have one more to go. So far I have As in all my classes. Hoping it stays like that during the second half of the semester,
0.0,Midterms are next week 🤣,
-0.2584,Reason I shouldn't feel excited for my birthday : submission and midterms 😀👍,
0.0,grade ko sa math from prelim 60 to midterms 94???? ano to magic???,
0.6705,Hi twitter please enjoy this video of me filming me taking my midterm because my ProctorU tech disconnected and finding out I needed a quiz key #collegesucks #midterms #fail ,
-0.7691,noa fence but kinda murdered midterms this week 🤠,
0.2732,God i am STACKED on midterms,
0.0,Midterms are really next week .. ,
-0.4404,i have midterms this week and i am: scared,
-0.5983,"yo for the ppl sending me stuff for the thread, i got three midterms this upcoming week so i’m rly busy! i’ll be adding shit later 😭",
0.2732,Someone in my midterm review session just looked up our professor on rate my professor when he started talking about how he’s grading the exam and that’s the energy I’m taking with me into my two midterms on Friday,
-0.7291,midterms are in roughly 2 weeks and that is foul. absolutely VILE.,
-0.2263,"Everyone is freaking out about midterms but I don’t have any. I don’t have any finals either, just a normal exam 😬",
0.0,goodluck to everyone who’ll take their midterms.. papasa tayo!!!! gra-graduate tayo. let’s all claim it. God’s with us! 🤞🏼🙏🏻💙,
0.0,midterms and homecoming week at the same time? ,
0.1548,If you can I think y’all should leave campus after midterms next and clear your minds and rest. The last couple of weeks have been really tough.,
0.0,I’ll make it up to u I’ll do yo midterms for you 🍫🍫🍫 ,
0.0772,the fact that it’s already midterms makes me want to jump in front of a bus bc my work keeps P I L I N G😓,
0.3818,From Unified foundation week to Mr. &amp; Ms. CAS to PSS to Midterms to Palaro to MASTS to Finals. Shet 🤦,
-0.5052,I just realized I needa get my shit together bc #RiverdaleSeason4 starts on Wednesday and I can’t get distracted with dumb things like essays and midterms right now LOL,
0.0,MIDTERMS DONE,
-0.3741,I have midterms for UTA Th is Thursday and I’m shutting my pants I’m so overwhelmed :(,
0.0,I have two midterms this friday 😭😭,
0.6369,I realized during our whole midterms I learned jackshit from our one major course and mostly learned everything by myself or the help from my friends. Wow we're fucked. 😪,
0.3612,For people with the early access. There is a possibility that I will probably have it ready tomorrow. I had midterms this week so I have been held up. However the Dare CT Tage will still come out Friday. I only have 3 cinematics left to edit.,
0.3182,Is it acceptable to binge on ice cream at 4pm because of midterms,
-0.802,If I have the stomach flu then studying for/doing my midterms will be hell,
0.0,I’ve spent hourssss at a Tim Hortons studying for my midterms and I keep buying food so that they don’t kick me out 😂😂 I’ve been sitting at the same table since I arrived and every customer has come and gone but I’m still here 🤩,
0.0,"Midterms are over, grabbed a coffee from Emi, now reading at the beach. Life is groovy today 😄",
-0.6808,"Last week was stress ,week this week is stress week too, these midterms ain’t it.",
0.5411,Kindly be informed of the revised schedule for the First Quarterly Exams of Grades 1-10 and the Midterms of SHS. Announcement!,
0.0,Just studying for 3 midterms coming this week (kill me) #inktober #Inktober2019 #inktoberday13 #studying #collegelife,
0.0,"2 midterms down, 1 more to go!!!",
0.0,MIDTERMS ,
0.9443,"🃏🌈GAYme Night🌈🃏Midterms got you in the closet? “COME OUT” and join TU Safe Space for a night of fun as we celebrate PRIDE in being yourself ❤️⭐️- Thompkins Student Union/Game Room 🎲⭐️- 5-6:30PM⭐️- Tournaments Galore!!! Spades, Pool, Ping Pong 👀#LifeGetsBetterTogether",
0.0,How to prepare thyself for midterms??????,
